hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
ID,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
10793,1130,1587,1526,1710,1636,1636,2281,1841,2688,6419,7273,7273,6166,6872,998.8460853,1956.415291,2006.904475,2135.444188,2362.98462,3559.03227,3789.715376,3849.132506,3615.706379,3844.233648,3069.459304,4342.336349,4825.256788,4396.608661,5591.095887,4979.829033,5216.749298,5036.31174,4561.387656,6524.28305,6829.786282,6788.896944,6929.705731,7308.389135,7478.968668,7625.888963,5682.621314,4959.411329,5855.251007,6525.894822,5146.239159,5219.157887,5352.479679,3192.770498,3132.923295,3402.961933,2496.578827,3334.464993,2826.69771,2896.717554,2913.991467,2728.07276,2228.996956,2747.202865,2310.65889,2811.466146,3516.108718,3531.502099,3581.80068,3343.822662,2802.215836,2950.02605,2985.888165,2853.229024
10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27228845,5.961303776,8.977518576,7.384828337,243.9295288,325.1725509,914.7121181,678.8461649,672.4480929,1205.119367,1246.37673,1553.078685,1858.601456,1897.768096,2519.262431,2390.95434,4064.512284,4063.889352,4172.719114,5520.365779,5485.72117,5846.410797,4296.499865,3086.827309,5406.512618,6052.372396,7276.790943,7974.152753,8110.119254,5311.094757,5146.239159,5481.770591,5997.060927,7061.105207,7220.127173,6925.027161,6359.440747,7075.137708,7131.439432,7900.98906,10067.70216,11098.70266,11247.23237,13115.08292,13288.83923,16398.38869,18553.36242,42473.58451,36256.21247,36789.51795,36371.19403,38393.18638,39165.69666,41023.97206
10966,0,0,0,0,0,0,0,0,0,0,0,0,0,312,236.1885241,186.6749672,176.1707975,208.8684294,191.5033196,300.4274253,292.8084475,321.6818975,373.3257425,748.975857,623.1522575,470.8520402,407.0563172,439.3372519,285.1861993,168.2938062,289.2019779,902.2101048,4143.720687,6593.083056,12520.91398,13957.49673,10353.60807,9935.725702,8394.577382,10470.00888,10955.85641,14429.6765,15309.79704,15572.997,15248.2445,15904.05189,15982.80525,15389.29759,18917.19469,26386.3416,28362.85086,27763.3027,32737.95893,36971.95027,32404.89194,29706.702,19765.09353,23041.31089,28738.56792,30986.06043,39348.18252,30248.04384,42388.11138,32391.08029,20249.00905,23996.43724,21358.84259,22079.69627
11095,0,0,0,0,0,0,0,0,0,0,0,0,0,108,139.4055509,162.746401,248.8730836,226.7824913,295.6015987,214.7924786,205.1069079,121.2695511,228.7208299,524.7232401,589.0215577,619.8714812,494.3764433,597.5680125,1067.969442,7044.912692,7514.848951,9491.035536,6372.468002,7891.400042,7602.874285,7909.322901,5416.131576,3082.429288,3048.204064,4084.649173,4081.369109,4007.313031,4127.930809,6120.307869,6138.168071,6728.493378,4438.095372,5406.103284,5730.396383,5755.121937,5865.317526,5955.636621,7721.399504,5616.394668,5824.610832,5137.329192,4805.813485,4743.793621,4249.224127,4948.482,4642.380751,4777.781639,4369.199802,4383.163649,4131.160056,3726.816441,4469.27671,4482.46416
11273,0,0,0,47,15,15,32,29,34,28,19,19,30,27,77.2140455,67.5215832,78.30909633,108.0205605,244.4588452,239.5017839,239.8568165,322.1321042,345.6238722,748.975857,883.2898792,1135.700603,812.3769814,1007.022684,1302.407109,1661.049554,2677.825083,2950.490118,3508.0178,4247.088214,4377.941814,5178.825408,6533.629616,8736.323138,8583.208693,9076.085688,15103.99389,13552.20335,9820.681242,8950.215679,8341.152642,11081.09251,10511.49154,9002.918481,11468.39164,12354.92395,10746.18493,16796.00479,15642.78096,12442.62389,9730.798004,10274.36658,10146.5838,8840.969894,10152.21897,16504.87706,17653.75052,19403.9601,18546.94529,18174.51067,11129.94655,12300.4441,14118.19764,12504.72373
11870,0,0,0,0,0,0,0,0,0,0,0,0,106,277,234.308042,183.6271173,176.1707975,460.9696134,413.2312666,367.9230764,345.3638119,365.6314789,717.5735223,952.221094,623.1522575,640.9207689,505.2554151,595.2935161,676.3981109,644.3630475,578.1799621,537.7982587,564.908212,544.1728634,565.4725508,442.1129594,593.964226,793.4406096,1371.961629,1359.977004,2141.167778,2185.919203,2231.336227,2247.582122,2357.5553,2356.054183,2363.720329,2347.843615,1682.232132,1906.845985,1898.947632,2106.634803,2020.035585,2125.653045,2022.636212,1555.483279,1124.804814,1895.330696,1729.298,1116.043358,1018.162258,907.8867787,1034.471065,1035.653313,1009.059969,3460.277707,5170.67253,5356.122175
11871,0,0,0,0,0,0,0,0,0,0,0,0,56,205,204.2565575,183.6271173,176.1707975,452.5224191,413.2312666,345.4272641,345.3638119,365.6314789,717.5735223,948.5892106,623.1522575,640.9207689,505.2554151,595.2935161,676.3981109,642.381652,578.1799621,478.3924232,564.908212,544.1728634,508.9466514,380.4195136,499.5986313,793.4406096,1371.961629,1359.977004,2141.167778,2185.919203,2231.336227,2247.582122,2357.5553,2356.054183,2363.720329,2347.843615,1682.232132,1906.845985,1898.947632,2106.634803,1981.251713,2125.653045,2022.636212,1841.528367,1734.170323,2075.815316,1729.298,1116.043358,1018.162258,907.8867787,1034.471065,1040.00766,1009.059969,3460.277707,5170.67253,5356.122175
11873,0,0,0,0,0,0,0,0,0,0,0,0,0,189,215.5745885,169.9878515,194.5880075,452.5367391,413.2312666,345.4272641,307.5266417,365.6314789,717.5735223,948.5892106,623.1522575,640.9207689,505.2554151,595.2935161,589.0464068,642.381652,578.1799621,478.3924232,564.908212,473.0417463,456.599968,410.6370209,499.5986313,793.4406096,1371.961629,1359.977004,2141.167778,2185.919203,2231.336227,2247.582122,2357.5553,2356.054183,2363.720329,2347.843615,1682.232132,1906.845985,1898.947632,2106.634803,1981.251713,2125.653045,2022.636212,1841.528367,1734.170323,2075.815316,1729.298,1116.043358,1018.162258,907.8867787,1034.471065,1040.00766,1009.059969,3460.277707,5170.67253,5356.122175
12113,3678,4706,4917,5385,6313,6313,6792,7062,8782,11734,13725,13725,9804,12809,2312.214971,1813.807863,2931.389197,2304.62787,2531.141487,2440.052251,3136.650522,3314.358549,3842.160763,3844.233648,3952.604194,4381.164922,4315.794639,5108.912571,5498.044788,5919.345316,4742.228442,5130.513554,4172.719114,5152.640018,4552.597909,5760.290139,5159.571353,5773.235358,5441.262323,5228.858558,5949.671391,5074.13228,5225.098481,5856.373394,5995.018099,6728.493378,6457.945241,7061.105207,7220.127173,7765.501153,7678.912131,8101.237564,7131.439432,6685.237013,6730.217581,6613.204471,6038.496784,6327.454829,6212.926407,6013.787752,5815.572389,5174.110217,6098.450296,6170.098278,6485.52773,6833.212044,6779.583542,7149.77256
12114,1854,1930,2520,2666,2888,2888,5297,4465,5070,5613,9601,9601,6476,7014,1149.151791,1829.950454,2148.190865,2082.136341,2555.545262,2715.600019,2830.149971,3435.408968,3432.660515,3754.377269,3320.297842,4060.549275,4277.828626,5364.750758,5727.942244,5873.654806,7290.257761,7496.337469,6341.023622,7786.655914,8520.479523,9361.540235,8614.726412,8714.71431,8394.577382,9076.085688,10661.35028,9566.748264,10897.95381,11206.09873,10236.78026,11081.09251,9576.968979,9155.741628,10994.7137,15910.10961,15791.19677,16701.17719,16791.9873,19354.77559,19654.48838,17486.67445,15620.60495,18449.58157,19684.70868,22712.21682,20919.00422,20811.26028,20773.77502,21704.15967,21026.25621,23996.43724,23870.22198,25097.08946
12456,0,0,0,0,0,0,0,0,0,0,995,995,259,798,398.1908962,175.9209469,255.7285486,253.1772119,381.1296377,410.2676552,239.5666602,338.9153077,373.3257425,416.2937036,398.5203409,426.4004732,400.8857347,392.2395065,322.9636151,271.833159,524.4419434,500.3882244,298.1004356,548.5372673,4366.640694,3051.260018,364.0547399,543.9279535,429.6494276,495.4897931,402.5417697,204.265779,298.9936738,311.8024013,453.0187796,491.0345306,345.4678871,139.1425262,671.5341584,2111.163136,622.8215256,491.7216207,462.1616968,388.8053376,334.3398738,255.6402619,372.0428707,421.7230726,222.3199417,173.654418,196.5596743,222.5432928,247.2661082,241.8566628,205.3640122,230.0211861,179.9993966,169.21137
12941,0,0,0,0,0,0,13122,16245,24521,33124,44955,44955,74800,72826,8003.352917,8468.913256,8862.868782,7992.430639,3373.862381,4349.174437,4416.73986,4041.64272,4417.495163,4705.47278,4019.976282,4342.336349,3852.577392,4053.431958,4139.156751,4605.533738,4668.557643,4713.202103,4561.387656,4859.395823,5705.228065,6463.945535,5930.708893,6072.662107,5451.421387,6024.853497,6285.855801,5496.789343,5855.251007,7642.800941,5995.018099,5977.577445,5997.060927,7890.398883,7220.127173,9967.347604,6359.440747,8101.237564,7737.140856,5807.596381,6412.990704,5898.661044,6235.673104,6866.992879,6971.823648,7056.093805,6556.650097,7073.612405,6202.560508,6170.098278,6485.52773,6543.780063,7425.357208,5389.712387
13223,179,120,121,259,155,155,541,156,183,372,1331,1331,390,324,244.4416944,295.7643506,311.6529528,361.7455274,486.4676891,507.4665843,336.5642547,365.6314789,964.5691137,747.0256693,469.2620273,460.0324183,477.5911514,437.3590165,406.347626,504.081863,533.229381,723.5425301,617.7527574,547.7926697,1052.93513,1386.825762,1307.652981,1510.327238,1148.89682,1893.73365,2287.798867,1547.57956,1710.989423,2247.582122,2007.511938,2356.054183,2114.452745,2058.839598,2087.212665,2122.587867,2115.658852,2544.231549,3250.629583,2669.4159,2674.383446,5798.930175,4161.044596,3424.634842,2800.675213,3149.414081,3357.461941,3555.433723,3581.80068,4383.163649,4399.859473,3682.963642,4469.27671,3680.626407
13417,882,1275,1759,1661,1924,1924,7847,11665,12104,12219,20057,20057,10558,8620,2137.882851,888.0216444,1132.624529,1340.101811,1544.943801,1887.052352,1775.261951,2007.503159,3154.069339,2529.756952,2072.947558,2354.408069,2152.709122,3550.868295,3844.142974,4292.150826,2147.649595,2335.169666,3611.853065,3349.247335,4966.228624,4494.54012,3105.317902,3144.181415,2103.055287,2550.378526,3062.256193,2689.061628,3229.026284,2839.262405,2913.61225,3268.567367,3715.884385,3467.323345,3502.360702,3402.961933,3394.76288,3334.464993,2986.929023,2669.4159,3312.591638,3327.840844,3343.044287,3424.634842,3477.022762,4983.676011,4788.178201,4324.232435,3991.500898,4383.163649,4131.160056,5265.481876,6360.953005,4422.849565
13838,4007,2559,4040,2954,2805,2805,4277,4314,3980,10336,5930,5930,6582,7714,1828.432001,1432.737238,2559.54109,2476.411036,3211.510575,3247.641527,3453.470773,5102.370125,6252.674501,7003.318634,4891.951092,6502.370207,6291.088637,5133.736093,6864.955217,7644.691781,8842.209887,24830.54029,30146.37808,36300.42601,44332.88969,36091.40535,39723.44861,21341.90902,20584.43227,24327.36708,22526.26465,19091.26633,22087.36408,22526.30314,17505.37679,17583.147,17587.99411,17587.49859,17739.0106,15999.67862,14851.37321,16701.17719,15642.78096,16409.84134,16405.2645,16982.72097,15620.60495,17317.47069,16261.89545,17985.31427,17740.916,17752.02706,17947.11599,18174.51067,17741.33802,17737.64753,18706.55168,17258.66331
13993,518,472,565,489,244,244,798,443,935,2928,1938,1938,1651,2212,949.7622715,813.1884102,1071.888996,1405.890778,1486.073858,1562.497232,1390.422684,1592.101028,2092.870514,1910.475162,2000.626695,2101.950291,2584.435745,2214.244186,2519.262431,2495.682795,2877.086513,3408.098988,3008.185302,3545.57527,3637.531481,4447.136247,3630.022029,4581.29754,4460.016726,3968.832329,3946.696085,4594.090923,5033.593982,5090.486068,5995.018099,6728.493378,7466.671056,8228.611829,11223.2252,14594.87829,15144.56762,12288.46624,8962.56482,8380.821339,8480.682401,7698.26316,8216.859789,6990.853964,8846.359036,10507.68515,9105.712906,11439.16155,12308.05957,12150.67659,12159.01508,12300.4441,12207.32503,11482.20604
59,3600,4752,6418,9869,11872,11872,19220,29742,27684,21009,21192,21192,27656,27966,36316,8184.029478,9798.540759,11314.81356,12314.81888,11514.41825,6810.514061,7099.631675,7175.862199,7660.598885,7661.551107,7759.786311,7569.933674,7595.865506,8157.562381,7332.003042,8637.444028,8158.079457,6509.628898,8071.162488,8212.599945,6808.284421,5261.892606,4927.635209,4817.877895,4793.071183,5084.05533,5141.359845,5621.810221,5695.377127,6383.364563,5371.225332,4633.050656,5909.881556,11376.96635,16434.14065,5551.1651,7222.360905,5907.336236,5633.825412,7614.65319,7454.764822,5976.817782,5984.603025,6294.183052,6286.814564,7645.94519,6460.189317,3800.865603,3651.754998,2289.398808,2360.676954,2679.026159,2258.748033
127,8687,10621,14826,13882,17207,17207,8586,8931,11825,10963,14647,14647,12468,13489,13126,4131.595185,4711.469121,4831.728214,4960.400715,4790.772282,4796.567389,4704.387173,4927.397616,5213.234135,4729.836836,4823.869196,4971.93021,4455.989756,6010.519067,7661.149392,7746.409812,6356.775355,7813.128432,8119.804941,6344.675517,8329.756039,6877.917581,6320.24786,6985.158621,6363.101603,5835.093061,5564.230531,6768.89826,6775.582167,6824.426206,7064.011639,6957.760514,7697.528482,9641.64553,8943.673717,7343.208334,7242.699007,7502.253187,10872.57857,8519.113547,8356.644825,8403.887134,8265.300768,9129.783981,10115.42722,11260.69047,11215.64326,11055.43863,10160.16453,10332.90512,10195.52499,10282.49935,9679.125627
3949,12761,12887,15234,17962,23851,23851,23811,20357,22325,22778,24933,24933,26152,25096,24040,1288.512089,6518.969329,1989.242239,3112.584406,6380.211029,3900.408157,6607.309968,3923.492771,7767.689186,2906.125205,7160.332776,6715.27669,5749.862229,5978.27543,6232.146505,7734.922288,6320.682957,4897.258579,6309.348195,6179.968056,6655.90818,5698.943173,5708.987531,6561.548557,7065.389607,7146.666579,6738.832467,7382.460668,6938.926359,7464.475128,9162.659432,9509.38888,11287.0899,9806.027518,4977.311143,4208.588418,4641.348195,4669.11428,4277.246564,4167.148206,4360.748218,4199.823723,4827.616698,5465.456286,6021.049112,5015.381653,4962.894934,6325.585551,4986.532884,4966.617877,4423.301512,5653.312478,4302.460046
4829,9738,2817,3370,4326,10055,10055,7138,9401,11865,13970,13474,13474,28212,37724,23395,5184.363646,6556.781003,5891.576066,6423.042395,6831.094019,6201.751819,5888.710425,6665.34681,6911.95198,7719.028442,8008.302032,8878.632988,8552.56878,8624.885435,10474.91159,10753.44884,10727.12933,10833.63505,11832.72861,12005.67705,12142.90038,12678.08648,13576.52012,13162.80915,13664.82157,15763.83836,15764.93252,19206.44597,16712.79387,17225.1306,16882.47562,17404.65826,18892.02278,18431.61022,20229.66589,18876.93303,19495.66705,19264.86329,19294.17786,19981.38823,22819.97175,20426.02929,17810.30076,17846.58366,20845.44338,18320.53257,16979.36258,17698.95116,17343.21101,18286.75467,18509.35329,17314.32323,16056.91044
4843,0,0,0,0,0,0,4803,6707,10658,11911,10304,10304,17295,27660,18372,3833.359221,6189.879695,5636.654052,6156.345167,6482.354344,5623.631304,6087.55612,6665.34681,6911.95198,7614.470575,8008.302032,8133.949591,8552.56878,9231.103246,10474.91159,10753.44884,10727.12933,10767.02356,11807.32622,12005.67705,12142.90038,13434.5677,13576.52012,13162.80915,13664.82157,14652.09559,15764.93252,18318.90392,16712.79387,17225.1306,16882.47562,17404.65826,18892.02278,18431.61022,20229.66589,18876.93303,19495.66705,19264.86329,19452.60019,19981.38823,22819.97175,20426.02929,21465.0064,17846.58366,20845.44338,19640.82494,16979.36258,17698.95116,17343.21101,19676.89737,18509.35329,17314.32323,17638.41519
10401,1268,2595,4424,3325,2866,2866,3351,3408,3591,4779,6840,6840,5550,5864,8678,3026.823967,3094.784707,3264.972415,3808.964745,4784.276217,4531.814558,4560.287442,4481.220628,4637.590913,4370.216861,4660.944314,4971.93021,5143.300873,5211.6096,5285.112603,5368.129145,5356.963889,4769.637092,5481.304979,4796.098789,3688.390387,3515.023965,2865.651809,2548.287502,2787.734982,2815.094531,2679.663319,2733.869469,2744.815856,2700.687672,2517.168668,2385.950823,2131.19032,2145.089648,2962.4597,2025.523699,2071.381746,1885.093785,1526.145112,1920.110401,1834.46371,1641.350784,1624.592714,1274.093613,1667.961701,1886.9434,1679.169639,1535.864414,1210.540465,1256.40555,1291.772852,1257.015839,1236.337877
11504,292,366,274,193,368,368,841,1328,929,1698,1927,1927,1949,1877,1884,1025.319333,1513.398671,1494.947659,1817.889698,2546.215729,2259.715718,2229.272088,2906.91333,2839.395007,3405.245135,4857.584174,7287.78326,7909.662707,10423.63864,6300.76472,7605.146306,4886.305185,2986.579268,3748.545772,3946.49965,4819.939027,2635.687488,3554.993457,3692.421631,3765.204916,4911.294252,3301.744733,4288.488309,4337.776746,4387.097481,5481.680046,4962.477248,5068.641704,5493.664445,4693.445818,5942.596531,5647.674798,6440.195787,4702.258423,4763.066251,4374.448778,3599.221199,3098.923207,2402.041879,2218.56255,1817.464813,2134.138206,2243.857394,2334.808828,2146.468186,1835.734537,1941.812234,1742.991492
12227,130,230,320,201,252,252,250,321,375,366,270,270,379,224,396,475.8126869,378.331629,415.8466925,590.6876464,680.721286,532.6538271,561.8473433,762.5625015,843.1989934,631.5438815,904.5507433,855.4673554,969.118324,918.1316016,919.8302337,1295.559913,1282.828151,781.3376932,798.7791189,918.2714138,1082.686402,983.5748155,1075.216251,1627.509054,1649.211377,1664.750538,988.484032,840.89287,1708.252805,1005.556948,933.5730245,1006.313078,756.3894669,6177.593937,1387.401445,705.6649041,719.6415261,714.1891445,729.432542,719.2420027,840.6081954,824.0981256,642.6602792,738.5005073,355.2225342,345.0812079,452.0101547,511.6411945,515.8976586,363.4326195,384.7266338,389.5857057,259.8866871
13585,23050,27726,20746,13766,12544,12544,11868,12034,9776,9328,8349,8349,10559,8501,7869,3061.449827,3178.584026,3803.193697,3866.633033,3624.994812,3415.315104,3748.201328,3547.191077,3667.686643,3595.602112,3883.596936,4017.602405,3775.147847,3803.631557,4422.654117,4399.353342,4635.319455,3885.689873,3968.162248,3599.6968,3663.522171,3582.808779,3554.508414,3671.863161,3759.195702,4232.152224,3301.744733,3833.962699,3834.809279,3411.336336,3288.243767,3230.407166,3144.657589,3269.693312,3947.79117,2916.946885,4138.649088,3220.131501,3155.878192,5007.188842,4766.127508,4342.997791,4814.32253,4321.1033,4989.745053,5015.381653,5090.212567,4959.318966,4972.894953,4566.681698,4527.685133,4546.149588,4266.747091
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,991.901014,415.1620912,510.1716584,462.8414288,480.6084763,369.620288,320.3288795,350.6651836,437.5704426,451.089316,468.8237478,324.9050719,633.0641193,520.4054842,797.2436205,901.1474471,1026.762274,803.2483809,812.5400622,961.2637956,961.3963772,739.5111085,1003.464726,954.1716349,1120.039026,1033.146284,988.484032,939.5750745,952.7697432,955.56827,1132.936778,1006.149009,1122.638745,1205.666611,1170.203046,1187.557479,1052.349353,1280.700222,1150.690659,1499.468154,1466.747864,1154.346823,1083.369023,965.1256493,2162.149686,2541.970522,3673.327032,4332.771806,3228.670582,6016.94932,9466.034511,11709.91787,13791.04129
352,0,29,137,255,375,375,553,1269,1115,1631,2330,2330,2382,2212,2807,1612.401274,942.4515839,1424.131213,1135.980157,1216.62425,2070.955007,2458.149258,2779.845661,2212.375544,2924.402558,2401.888775,2573.031734,2455.143081,2996.977238,2677.194306,3641.695969,3705.098772,3013.811449,3803.253151,5082.761378,4111.178816,4677.404749,4891.603246,5205.004001,5078.281311,4911.294252,4268.114141,4955.48097,5291.344666,4387.097481,4427.432392,4497.659726,4498.928358,4567.694777,4614.916174,4602.638439,4742.193921,5613.704913,5706.261058,6188.770199,5560.748882,4922.770456,4297.0344,4262.935721,4989.745053,4920.860213,4655.945046,4525.67453,4497.367708,5132.519116,5074.803271,5653.312478,5669.090695
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37.20375846,112.1045138,78.05956742,70.12833435,123.9166969,350.5774494,575.1822677,495.2525702,700.7080506,552.2790137,906.0592103,3019.468537,4170.288143,5121.854948,5285.112603,5961.648235,4886.305185,4493.131057,3968.162248,3946.49965,4643.619994,5171.593151,5342.204593,5386.218962,4230.363576,4911.294252,927.9959414,734.4404982,793.1218853,593.2487152,585.9598061,759.4162097,1132.837763,1515.623941,1579.449308,1325.878121,1744.402558,1261.414907,1271.142512,1968.135373,1526.245215,800.1141033,1624.592714,1899.387447,2065.265927,1936.359429,1816.281251,2067.611799,2260.063071,2289.398808,2096.618546,1801.289525,1974.659849
832,7148,5660,4379,4352,5989,5989,10828,9682,9495,9951,12235,12235,13427,11250,10424,3528.252163,4265.766223,4453.26551,4234.541731,5306.872405,4799.795431,6485.986325,5792.786673,6914.843873,7016.030185,7702.559793,7050.691446,7519.203542,8180.032514,6968.344969,7833.050246,8509.509597,6326.036035,7560.412845,7735.713211,8339.982122,8460.134767,8574.25357,7049.983467,8097.497689,8855.510935,8661.995633,8934.181856,8482.207635,7464.475128,9379.870802,9316.930416,9458.75772,9467.006291,10696.77211,7914.337486,7894.541624,7142.343848,6135.937521,6535.306967,5747.245828,5507.967212,5339.252479,5811.941881,6080.302219,4313.471784,4432.31611,4238.259321,4419.247799,4396.436987,3823.25135,4416.616335,4480.604417
1220,18,33,38,45,31,31,44,59,47,69,33,33,70,19,187,222.8888599,356.7642964,844.429676,1008.04645,1024.279248,532.7774895,579.5118007,586.7017317,803.1335088,629.5643211,597.8323501,609.3326014,777.6076003,828.9767035,588.4818949,897.943862,774.6991959,787.9580845,1082.418117,936.5790778,868.2496113,616.3350089,802.6174476,658.7805388,703.1569118,1314.267565,320.0281588,438.841503,667.4967948,661.3696042,759.2626661,385.2657599,332.8638162,1081.616061,1149.563357,873.8602155,868.8119924,571.5004803,588.3589358,713.4248598,476.5929735,324.5585984,713.8865108,448.536528,305.8083278,129.2921151,585.5475927,594.1108601,309.351938,277.1053907,232.1557697,529.2553071,481.6989886
1398,0,0,91,123,876,876,768,375,241,318,285,285,227,223,175,336.9827986,420.9808704,404.7251361,528.9446849,683.3198708,583.6496072,787.5408374,1041.399361,1074.473893,828.2212082,840.2043477,1406.730591,1190.554308,1227.591164,1126.735275,1515.68355,1569.799586,1942.097547,2028.704688,1839.925664,2002.905145,2031.920085,2195.545228,1985.996039,2235.404065,2283.253018,2146.242223,2676.022292,2751.950684,2327.585652,2766.91537,2807.587141,3041.773377,3239.837598,5565.486859,4807.971533,5570.875358,5518.703274,5607.830441,6026.088348,5966.139778,5507.967212,6240.757963,5848.333362,6600.866846,6306.937163,6421.999912,6676.260509,7176.996443,6710.695019,6765.303645,6251.90485,6098.868684
1448,198,401,772,636,624,624,5510,3949,4652,7473,15462,15462,10986,20007,11322,3569.820355,4390.981249,3375.001993,4039.502004,4516.878314,4876.428134,4578.270729,3336.266053,2984.210811,3405.245135,4106.222952,4885.967989,5143.300873,5766.115854,5285.112603,5368.129145,5468.379192,4897.258579,4933.231134,5494.882624,5198.098297,5622.993929,6320.24786,5884.903196,6565.507704,8106.059683,7775.021393,8876.491174,8482.207635,8490.544692,10268.74251,10666.74735,11038.96588,11257.22725,9730.217721,9726.538266,11700.57663,12332.89132,12597.0227,13448.9245,13079.09502,13067.62142,13367.46322,13784.52636,14482.57344,15208.2273,13160.47726,15419.22371,15012.40992,14379.4422,15156.80769,14535.07253,15468.13085
1450,0,0,0,0,0,0,0,0,0,0,0,0,48,10,62,164.3757695,132.3772082,159.8790495,259.9177802,1035.415415,981.5128877,965.7375199,1272.692651,1208.179931,1349.49491,1803.581828,2091.904438,1837.667258,2433.730132,2391.221672,2771.629031,3352.856927,4665.203217,4573.505684,3946.49965,4083.910227,4097.980662,4206.619003,4164.090507,4793.071183,5424.264758,5141.359845,5350.05661,4968.608109,5411.005849,5371.225332,5392.344723,6186.53541,6600.407002,7108.695123,6276.495251,6780.676137,5834.647746,6797.596063,8411.262136,6995.026738,6205.336337,6976.68218,6337.447207,6286.814564,6306.937163,7798.829616,7316.72238,8705.975319,8806.962173,8546.628526,8116.471406,8383.036125
1459,0,0,0,0,0,0,0,0,55,124,146,146,289,621,1148,927.6975912,949.5049212,972.3115105,935.5215864,1292.370965,1034.996054,1663.231055,1625.177717,1818.076141,1800.704898,2362.190115,3136.961048,3244.014438,3314.90882,3325.185487,4399.353342,3643.969747,4800.977388,4809.428756,4527.944493,4819.939027,4822.514107,5311.186436,5386.218962,6016.526969,8919.744891,9824.585145,11211.22027,10266.69463,9527.725983,10958.75134,10676.47013,15777.33034,21617.14251,19568.02459,22859.94917,19495.66705,19264.86329,19294.17786,26770.05823,22898.48172,20891.14852,23369.12912,24153.81163,27994.70826,28275.77722,24610.83881,26430.93394,17343.21101,15212.34104,17182.86113,17314.32323,13157.10396
1539,0,0,0,0,0,0,0,0,104,201,202,202,1413,4269,4461,2257.687902,1408.629037,1995.551075,1385.235075,1430.234574,1988.062903,2263.059248,2232.804804,2308.177831,2260.742861,2227.39299,2545.695182,2499.194565,1881.924822,2237.90076,2654.97392,2472.710191,3827.293036,4130.90236,4772.282747,4819.939027,3587.851232,3278.209353,3223.617409,3210.056555,3821.857838,3266.523389,2833.438994,2895.512482,2488.729381,3143.753122,2798.181836,3041.773377,2374.428785,2362.920592,2391.906486,2991.236944,2366.470002,2246.492786,2139.093415,2128.935306,2258.33558,2431.964801,2181.530543,2261.555057,2141.956172,2261.539299,2192.661321,2624.20256,2551.490732,2669.454197,2679.026159,2732.503896
1659,5506,4926,6420,7392,8365,8365,6908,5183,6746,7986,9204,9204,7862,7345,7791,3026.823967,3167.222524,3401.814963,3548.938385,3624.994812,3639.535478,3748.201328,3830.3224,4162.486974,3994.376173,4294.398919,4375.338311,4437.214813,5088.1304,5821.134732,5969.747742,5468.379192,4838.858146,5481.304979,5114.931568,6123.373814,5698.943173,6339.112,6499.53649,6061.168982,6221.208037,5282.882395,5193.589066,4337.776746,4323.137856,4427.432392,4497.659726,4041.233668,4069.962762,5565.486859,4167.187055,4271.96016,4169.963546,3607.50075,3499.029339,3517.719334,3075.417752,3168.055152,3562.770508,4109.364942,3653.633598,3657.233576,3685.227617,3651.754998,3650.338414,3692.531943,3557.937996,3556.261948
1737,0,0,0,0,227,227,790,1050,1143,1174,1543,1543,4122,3734,2194,775.0020102,1279.488265,1179.174241,1300.513871,1726.851946,2147.976099,2406.798855,2108.726737,2488.219243,2233.05013,2289.258224,2568.217946,4172.567242,4613.577751,5912.399129,5979.613789,5468.379192,4690.686594,4933.231134,5082.761378,5141.989948,5191.76687,5311.186436,5009.787585,5078.281311,5109.767619,5545.810865,5950.31512,6007.871455,4954.318126,5849.755444,5400.136549,5856.122824,5861.953416,4614.916174,5300.29686,5606.202978,5640.710061,5633.825412,6535.306967,5747.245828,4789.903821,5793.221585,5499.67862,5468.136997,5867.48774,6059.583848,6448.145759,6717.496072,6530.413912,6097.155075,6102.342145,6098.868684
