hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
ID,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
6493,0,0,0,72,93.81705403,408,399.9617384,692.8229782,668.3635069,787.6450637,1064.924302,1448,1143.854233,1340.142896,1285.365864,1360.488663,1590.404239,1488.903439,1993.42989,2209.339423,2057.907927,2239.178937,2245.646664,2892.611644,2696.921991,2787.053536,2501.011353,2910.78325,3602.79772,3582.140638,4525.190026,4979.704025,4644.632091,5228.424012,5645.878006,5907.757651,4961.557757,5272.654248,5350.204033,5820.720046,5524.608166,5659.62061,5631.29302,5681.182194,5161.180515,5766.256497,6541.602798,7208.601839,7284.533078,7337.006636,7374.662355,7811.235632,7560.96529,7622.924539,8474.188829,7775.047601,7018.965301,8259.621449,8773.806287,8814.630499,9967.538057,9005.76295,9029.230993,9088.80192,8221.198528,9259.065014,9881.331868,9363.708118
6504,0,0,0,92,94.60695426,237,251.8120769,498.4293856,866.2988298,2059.645699,2347.699738,6615,2822.302936,3194.418104,2885.956889,3380.307283,3348.393993,3589.872632,3973.180986,4040.000341,3533.081866,3630.316101,4277.487216,5079.070859,4918.207534,5983.614808,6573.046845,7236.010434,6593.358096,8776.416751,9203.358449,8392.459956,9164.601554,9603.85957,9969.823734,14278.56004,15578.88892,16502.1548,15578.00217,16509.86161,18505.66245,18257.31843,19076.01537,19852.60198,19646.29297,29623.62063,23398.60306,30395.19444,32954.80786,28107.635,29711.10803,31168.92078,29872.39868,24595.51629,31055.66125,29731.22422,24994.28609,26318.33529,28711.57435,32463.19377,32094.68755,31719.91475,30044.50767,31500.50777,31477.59873,31869.0855,33537.41471,32062.1984
6985,0,0,0,72,93.81705403,16,75.48360372,73.71502469,247.9724417,708.1372926,1304.674591,2937,1770.96463,394.6864002,2022.778971,2496.893697,1924.70084,3582.85742,4608.365851,4040.000341,5455.904778,4820.720307,4365.639216,4828.488452,5130.316395,5175.215645,5157.18485,5261.854189,4067.900851,1539.634851,1811.520603,2004.953536,4644.632091,4198.781145,2707.421605,3726.480091,3407.390246,3795.202029,4040.714563,4062.773466,4459.76406,3643.144347,4565.594902,5117.124237,9534.065559,17289.36616,18206.96737,21301.73516,22724.3567,28107.635,36010.91389,36454.53248,40057.32929,41354.84625,46191.42164,48223.16933,46910.94316,47096.58339,48275.04246,50457.13258,51247.2121,51887.72792,53080.56257,55058.26543,55378.32978,56829.0564,58754.6674,59839.41162
6993,0,0,0,59,93.81705403,13,75.48360372,79.90585998,247.9724417,708.1372926,1304.674591,2939,1770.96463,394.6864002,2022.778971,2496.893697,2066.04597,3582.85742,4608.365851,4040.000341,5455.904778,4820.720307,4365.639216,4828.488452,5130.316395,5175.215645,5157.18485,5192.031124,4067.900851,1284.406201,1811.520603,1923.9561,4644.632091,4198.781145,2691.009488,3461.781404,3407.390246,3795.202029,4040.714563,4062.773466,4459.76406,3643.144347,4565.594902,4667.359036,9534.065559,17289.36616,18206.96737,21301.73516,22724.3567,28107.635,36010.91389,36454.53248,40057.32929,41354.84625,46191.42164,48223.16933,46910.94316,47096.58339,48275.04246,50457.13258,51247.2121,51282.35134,53080.56257,53514.22991,55378.32978,56829.0564,58754.6674,59839.41162
7166,8,8,2569,465,515.7447138,315,251.8120769,315.4730005,292.5298317,807.7825606,674.0559834,1425,1068.826785,3616.010624,4229.210867,5883.40948,7275.353729,8168.627309,8301.136694,8528.104783,6516.70258,6809.473808,5814.237414,5072.221467,4766.011443,5175.215645,6014.378391,7669.922476,7970.72054,8066.827503,8286.642589,7493.439605,8449.261827,8511.463144,8572.941846,7107.443654,6458.407529,6622.75033,7236.479281,7328.226259,7469.098259,6769.86064,6380.156101,6399.216834,6278.31611,5766.256497,6049.979053,4859.922675,4951.296446,6211.123479,5035.932507,5121.63827,5149.709948,4546.068383,3763.193432,5286.621886,3439.816303,4025.982181,3867.059254,4433.285273,4110.110308,4163.291431,4421.313629,4276.188049,4256.679279,4278.264657,4312.887356,4378.80049
7868,3147,4235,4049,6073,1790.48036,8851,2122.505612,2435.685909,2609.302176,2996.696018,3503.071235,11779,3872.009578,4163.516679,4360.335868,4612.697696,4931.853722,5057.632228,5363.49057,5456.112341,5421.647827,6219.627505,6441.869944,5989.643081,6690.059538,6703.483485,6360.637725,6469.917209,6579.578132,6667.373447,6569.978416,5764.984084,5399.865608,5807.20125,5783.721141,5923.195026,5888.360072,5810.703482,5350.204033,5384.230413,5761.764335,6043.476372,6355.63558,5921.192579,5301.962891,5766.256497,5824.288619,5478.323411,4951.296446,5014.319913,4564.3549,5104.7274,5028.253882,4627.540886,4669.363055,4300.029976,4354.060565,4364.315753,4407.287479,4723.206297,4993.646445,4504.300536,4228.185326,4276.188049,4256.679279,4282.813689,4317.415789,4348.407072
7902,6124,5198,5228,9721,1906.745429,6757,2079.978132,2252.5766,2278.301705,2851.511221,3077.046722,10527,3762.169389,5327.497839,4635.964586,4230.587696,3591.273034,4711.206754,4642.846005,4914.157973,4730.509443,6219.627505,6878.051751,8304.721913,6676.72824,6703.483485,9428.279521,10146.92569,14388.28824,13439.9223,10469.37084,10613.49694,9482.73332,10656.51014,10363.32514,14278.56004,12303.44922,12346.48476,14003.87809,9157.643267,6281.973828,6330.06988,6781.556838,6471.353141,6278.31611,6615.142853,9547.051621,10491.33616,11111.11363,10881.57503,10636.00186,12065.03454,12355.61996,10291.1234,12368.61326,13334.54906,12510.10053,15262.19558,12704.55729,16107.5667,15872.91416,14546.8877,14435.36573,16179.49458,16151.23589,16505.40365,16590.92646,14552.64265
7951,35,37,63,45,93.81705403,32,85.55251801,256.366609,257.6187702,165.7708849,170.2095242,105,190.2254765,350.1504747,216.6095483,352.7615504,279.879349,445.3914264,513.7064822,422.6229656,325.9456404,410.7681619,535.8610006,517.9524375,501.9609425,529.6699147,495.2470213,731.6833685,751.1760779,660.4786085,674.5900472,495.3650361,609.7091718,1276.570961,1401.32749,1463.617925,679.0252093,884.7686553,582.4272737,1087.223475,2348.851288,1546.508175,1610.765871,1463.977365,2436.067793,2856.885425,3098.529182,3858.491206,3849.246267,4522.515718,3844.469303,4637.402717,5149.709948,5197.136208,5760.945002,4694.156107,4747.9079,4806.902996,5201.640848,5524.63292,6598.062947,7310.838097,6727.514976,7537.832435,6807.805925,9259.065014,13494.74853,14081.5279
7952,38,44,75,54,93.81705403,38,85.55251801,256.366609,257.6187702,165.7708849,174.0913097,111,190.2254765,350.1504747,212.5565945,358.6581158,296.0612688,473.8336364,513.7064822,420.5629341,352.6816622,410.7681619,549.4274163,514.2869038,501.9609425,548.2149017,558.6944986,729.6043805,751.1760779,644.170579,674.5900472,495.3650361,609.7091718,1276.570961,1401.32749,1463.617925,679.0252093,884.7686553,582.4272737,1137.003882,2348.851288,1546.508175,1610.765871,1463.977365,2436.067793,2856.885425,3098.529182,3858.491206,3849.246267,4522.515718,3844.469303,4637.402717,5149.709948,5197.136208,5760.945002,4634.707655,4747.9079,4806.902996,5201.640848,5524.63292,6598.062947,7310.838097,6727.514976,7537.832435,6807.805925,9259.065014,13494.74853,14081.5279
8001,546,308,322,853,624.2449015,1252,616.9973059,772.9390691,665.8749363,702.0716819,873.76759,1141,758.5699615,1059.758496,1183.197132,1274.703466,1590.404239,1951.219747,1944.194952,2381.897651,2230.825354,1817.550819,1883.172542,2327.387319,2339.395732,2765.629227,2398.475004,2450.587157,2585.588917,3095.400561,3111.538473,3233.383373,3014.314185,3150.661013,3366.991578,3764.891984,3407.390246,3453.302726,3360.425491,3558.088218,2879.127327,3635.533022,3674.523839,3699.148812,2871.196654,4292.60582,4169.236301,4433.17888,4807.056314,5515.384928,5047.212451,5104.7274,5161.656637,5197.136208,5760.945002,5286.621886,5302.266534,5359.869562,4836.42309,6561.477333,7281.319377,6005.519061,6054.226603,7042.218555,6807.805925,6885.987064,6230.545922,6933.994041
8009,6417,5467,4708,7554,1795.820304,10401,2493.861601,1844.791895,1867.006891,1605.067232,2598.047387,5972,2802.649666,3077.791304,3402.811317,2981.363666,3172.753998,3500.173005,3379.452131,2717.318861,2255.904997,2571.326261,2739.047856,2403.032051,2387.43012,2509.742065,2402.320248,2398.102561,2490.054219,2496.682313,2550.646137,2677.049869,2297.495923,2266.509003,2631.375308,2372.09115,1921.107758,1798.379826,1824.75266,1927.145651,3190.651007,3049.7821,1721.863948,2234.127763,2170.774741,1925.634976,2014.329808,2012.768769,2389.445844,3863.48594,2045.020235,3579.325711,2445.347204,2197.388574,2488.904525,2188.624826,1858.525512,2047.53267,1991.893802,2435.338063,2333.498765,2616.923517,2302.321288,2310.199553,2355.022095,2924.055611,2697.472763,2669.568818
8035,185,354,224,308,227.5402078,335,275.7569305,523.6417337,741.3607746,582.8192016,891.9196144,450,563.5418062,930.3567593,616.7189303,744.0608278,851.5609482,855.3485058,1090.795006,1055.75275,1120.89475,1151.571622,938.6919348,1670.87512,1760.046294,1610.651982,1642.245646,1658.172434,2129.322824,2594.035913,2960.954887,3035.673797,3014.314185,3756.551378,3432.229652,4262.661669,4254.167786,5012.302165,4030.687082,4394.53872,5056.619093,4529.58841,5260.044244,3812.302358,3722.319178,3812.58307,4366.983493,5960.73153,5997.944974,5014.319913,5035.932507,5104.7274,6234.024377,6988.057852,6499.121655,6367.975408,5778.813305,7094.042877,6484.961694,7209.457706,6598.062947,6634.632672,6947.842121,7601.668277,6807.805925,7067.401105,6230.545922,6278.874226
8490,0,0,24,71,93.81705403,41,72.39924098,529.3674403,657.0656063,582.8192016,345.4047936,178,326.6312969,336.6285772,647.3080721,484.43922,722.1218424,952.859557,1621.637062,4040.000341,5018.611904,5340.834891,6452.966672,8304.721913,7117.565698,8141.354494,8768.907215,8969.985794,8836.004644,10237.10963,10554.13963,11789.87528,11097.5799,12757.96618,11991.23368,12581.80433,12303.44922,12346.48476,30146.613,38108.30901,39831.0891,38738.15091,39827.95884,43482.2402,50718.80265,47217.15222,50666.17856,46884.2208,36266.21626,41605.10753,36897.19786,45084.2342,45853.26242,47991.38506,57529.08934,58816.3195,56924.52286,47336.87505,48275.04246,50457.13258,51247.2121,51887.72792,53080.56257,55058.26543,53994.64234,51918.53055,47138.67124,45924.65464
8616,49,35,120,905,624.2449015,1506,654.7686384,1514.462135,1886.735715,2570.519568,2369.57163,6779,3193.74843,3271.009419,3096.381328,3172.575721,4273.031787,4677.3447,4642.846005,3675.664817,3939.824574,4685.784924,5036.163696,5079.070859,4918.207534,5175.215645,4911.034241,4781.959611,5239.507748,4693.128885,5033.825604,5677.404825,4644.632091,5011.78064,5260.730195,5687.648736,5506.202085,6039.88293,6092.087811,5384.230413,6195.472088,5581.596344,6355.63558,5681.182194,5161.180515,5766.256497,5408.840691,5960.73153,6137.518695,6094.845447,5623.216709,6202.517439,6838.554647,7161.010447,7027.179375,6990.488114,6384.370265,6457.098974,5995.869964,6589.502703,7126.878039,6634.632672,6727.514976,6118.971777,6142.880202,7687.734679,7726.041269,7055.776988
8888,0,0,0,76,93.81705403,120,95.75239653,249.1414161,535.0433548,719.4849779,695.6003276,741,772.298173,1129.500794,1407.827146,1491.743869,3958.091752,4441.901514,4805.881156,4914.157973,5455.904778,5739.718246,6878.051751,7189.923022,6040.065125,5983.614808,6159.494861,5332.974461,6579.578132,5759.593337,5691.187077,5764.984084,5758.4355,6510.990903,6982.535142,6834.60626,5812.069429,6048.729059,6125.80903,6163.486512,6274.926386,5165.972218,5148.659697,4667.359036,4677.868252,4803.461927,4810.406942,5960.73153,5997.944974,6094.845447,5035.932507,4637.402717,4686.078747,5056.696725,5143.508425,5286.621886,4257.340854,4364.315753,4407.287479,4798.24674,4479.179294,4163.291431,4856.248977,4276.188049,3725.908987,4282.813689,5543.078952,5156.058106
8893,0,0,0,96,94.60695426,134,192.1344047,249.1414161,535.0433548,865.4941506,695.6003276,741,772.298173,1129.500794,1412.071744,1491.743869,3958.091752,4441.901514,4805.881156,4914.157973,5455.904778,5739.718246,6878.051751,7189.923022,6040.065125,5983.614808,6159.494861,5332.974461,6579.578132,5759.593337,5691.187077,5764.984084,5758.4355,6510.990903,6982.535142,6712.095897,5812.069429,6048.729059,6125.80903,6163.486512,6274.926386,5165.972218,5148.659697,4667.359036,4677.868252,4803.461927,4810.406942,5960.73153,5997.944974,6094.845447,5035.932507,4637.402717,4686.078747,4759.837707,4803.611998,5286.621886,4257.340854,4364.315753,4407.287479,4798.24674,4479.179294,4163.291431,4856.248977,4276.188049,3725.908987,4282.813689,5543.078952,5156.058106
9659,662,718,915,1025,561.9022793,938,637.7709715,923.7469526,663.4937016,787.6450637,909.4311192,1902,1128.750341,1334.19866,1084.311107,1078.399836,1371.770528,1403.715212,1528.658966,1515.196902,1218.08149,1167.413779,1216.31558,1585.545889,1544.656316,1825.531828,1823.058682,1678.169834,1250.441799,1245.753532,1697.054072,1816.825955,1336.028371,1726.201505,1783.049346,1677.305113,1444.577954,1798.379826,1746.198173,1895.620535,1944.641599,2031.775751,2566.810137,1654.995322,1996.20396,1823.042911,2264.246571,2637.875625,2389.445844,2426.404063,2401.793604,2315.768864,2457.939457,2944.251582,3208.752571,2967.18472,3107.379658,3109.584095,5178.768706,7448.595911,6598.062947,7310.838097,7338.189695,6118.971777,7431.071116,11148.90905,15268.70305,13487.16716
9780,30516,30980,32572,34165,5139.547005,28995,6207.228898,3862.504221,4060.642835,4753.196073,5136.723971,18591,4965.391845,4474.871137,4806.868362,4234.821854,5034.931065,4874.839212,5229.590979,5359.647232,5481.816334,5012.516479,5499.035663,5989.643081,5870.322733,6703.483485,5986.684152,5332.974461,5239.507748,5527.321683,5691.187077,5677.404825,4644.632091,5011.78064,5547.262517,5907.757651,5812.069429,5810.703482,5350.204033,6012.555207,6274.926386,6043.476372,6773.611488,6471.353141,6929.785595,7176.345194,7162.26175,6705.972114,8151.229233,9918.336667,6987.900784,8282.387999,7560.96529,8401.4031,8474.188829,7245.03927,5917.46093,7094.042877,7870.505154,8814.630499,8941.528945,8057.98781,7651.32198,7351.215053,7085.654158,7514.989483,6916.322729,7573.738523
10089,10106,9270,10348,14848,4012.546538,11787,2675.282,2491.372506,2692.895644,3869.939986,3396.821475,13618,4065.965454,5290.619023,5134.46664,7931.553909,4619.044318,4563.473207,5229.590979,5444.401176,6334.697571,8105.590531,8257.879341,8513.561112,8249.346078,8141.354494,9914.929043,14301.25168,14388.28824,13439.9223,12127.18728,10613.49694,10363.25187,11375.49766,11991.23368,14278.56004,12303.44922,12346.48476,14003.87809,9460.784814,6202.430308,6043.476372,5955.903871,5681.182194,5161.180515,5346.457529,5824.288619,6451.307334,6137.518695,6644.286788,5592.742405,6793.52636,6259.106707,5239.539257,5760.945002,5286.621886,5302.266534,7791.318061,8773.806287,8814.630499,9967.538057,9005.76295,9029.230993,9088.80192,9145.025678,9259.065014,8385.288321,8357.124333
10313,0,0,0,91,94.60695426,12,75.48360372,76.96502629,110.3143618,83.15104145,84.19246648,53,83.93265076,122.0576444,164.638554,96.21850661,131.3938418,147.25087,180.1793187,171.0800522,157.3707204,166.0000369,344.9075178,862.744413,740.6171102,600.1934945,663.9342406,708.8159452,860.3116389,1284.406201,1480.033453,1816.825955,1305.36227,2266.509003,3623.047841,3748.281606,3407.390246,3453.302726,2937.234395,3558.088218,4148.281912,4512.273718,4565.594902,4660.944537,4321.749045,4773.742074,4810.406942,6451.307334,9260.671316,11891.36473,12055.92561,8282.387999,4499.262434,3769.480246,4256.043637,4300.029976,3658.995082,4364.315753,5373.821149,5615.781677,5668.624695,5638.839626,6054.226603,5812.751095,6142.880202,7514.989483,8385.288321,7582.166389
10314,0,0,0,31,93.81705403,4,68.97007887,78.20101268,70.14154461,74.97701893,83.59416253,20,75.34715725,87.35189201,112.5297699,87.68676593,207.5169334,481.2833015,515.6061812,756.2254242,515.9882673,516.0309652,456.6877755,729.0473892,510.8402639,595.143106,563.6331451,659.2500288,724.8769935,721.8983291,789.0607555,886.9919376,1866.428466,977.4747013,852.2807481,1104.007603,904.8749303,752.8186176,529.6774066,819.6073819,868.1722414,685.6532439,598.3235662,715.2504718,2239.325018,2781.290377,3847.415591,4854.841411,3640.226046,3452.734543,4079.205819,9502.052159,11960.99918,15444.00493,10313.16296,7775.047601,7018.965301,8635.859547,13533.79553,16107.5667,13733.26095,13128.99009,13213.92463,12741.09247,9858.60241,10242.56037,10663.8311,9363.708118
10830,0,0,30,171,199.6823083,127,91.85065195,285.6808314,323.4700379,338.2143009,332.7199499,587,666.3682748,626.051498,646.6511101,881.6006456,629.654644,1054.828335,1006.865224,1089.805873,1163.160609,1435.795767,1101.371228,1353.976015,1161.097694,1530.439808,1191.071433,1233.152044,1487.747646,1851.59199,2244.08863,2698.095628,2570.754716,2266.509003,2642.023402,2796.616735,3265.320396,3355.107921,4040.714563,4062.773466,4459.76406,4518.290953,4590.45144,4196.724636,4321.749045,3840.215823,3955.595083,4247.864926,3849.246267,4379.213787,5592.742405,5620.036746,5161.656637,5056.696725,7675.626426,6380.026313,5856.997088,7094.042877,6484.961694,6561.477333,7281.319377,7535.956767,8163.938288,8536.105423,8221.198528,7850.266845,8385.288321,5385.088254
11052,10155,9019,10207,12563,4012.546538,9016,2764.161267,1990.528621,1886.138009,2062.286478,2118.020779,7315,2870.82847,1858.360836,2332.344035,2755.962893,2595.784707,1696.238322,2065.61692,2209.339423,2433.297458,2418.696057,2209.848382,2400.671136,2411.132865,2896.185829,4061.670022,3355.229571,3033.309105,3386.962604,3250.175331,2789.785602,2207.290143,2623.070227,2811.942694,3461.781404,2407.066539,2200.589244,2085.368428,2736.018043,2879.127327,2135.064716,1610.765871,1639.153628,2156.512263,2730.877656,2935.876136,2329.622487,3849.246267,1636.144643,802.4613862,1817.475672,1743.004288,1033.454464,1582.75569,1229.532677,953.7638946,857.4429404,856.3345655,767.444004,747.8504507,781.1996733,773.7445671,694.3123845,792.3017518,625.8355329,651.1629079,702.7095852
11342,0,0,0,88,94.60695426,16,75.48360372,73.71502469,128.8726632,116.792466,147.2319399,112,172.6413864,226.7844393,203.6993188,147.8365382,137.2076948,116.2856581,144.386345,232.3319115,285.0941528,180.6094087,174.5299897,118.540106,165.4746603,148.4534346,124.0915042,116.7371424,118.8733584,126.1078938,128.1684206,161.9253527,203.6436884,315.8555738,300.5570259,217.3404765,229.648443,233.3761222,203.4049671,218.7139428,167.9917208,143.2606184,359.5153234,2558.448893,3775.272307,4636.100655,4810.406942,5960.73153,6894.400326,6910.862102,7404.483985,7469.92571,8294.159947,7622.924539,7215.656388,5905.530972,5805.600424,5145.491459,5885.365813,7209.457706,8058.984352,6634.632672,273.7190718,273.1935974,225.3783711,246.2821244,188.7138763,301.2367013
11348,845,1547,2722,1429,627.3619443,1284,816.3508456,923.7469526,1166.690855,1600.990237,1698.284194,2867,1770.96463,1529.921877,1638.074185,1580.19882,2047.78381,1977.273067,2452.0892,2564.425134,2480.833537,2651.099274,2827.784245,3290.719635,3006.871609,3393.790363,3800.24019,3829.791166,4067.900851,4269.524291,4127.391556,4114.009245,3695.468733,4135.803959,4781.388168,5483.091052,5203.964259,5518.855351,5878.083325,6012.555207,5761.764335,5165.972218,5955.903871,5681.182194,4703.379471,5301.792691,5830.573243,6623.861953,7067.876443,6910.862102,6726.494238,7030.34866,6959.785862,7161.010447,8809.502845,8464.607859,7635.241267,9410.698392,9273.34028,9507.026699,9967.538057,9005.76295,8231.875469,8193.773387,7764.619936,8272.279673,9380.352675,8763.196729
11423,0,0,0,0,13.29670825,0,13.82708827,84.99515921,70.4908342,82.54170808,110.2778787,16,78.20008066,102.0161443,111.7281458,80.23307521,103.3796863,235.9645825,328.0266365,3429.305372,3533.081866,3573.984882,3727.787715,4835.008779,4692.359451,6148.369309,6046.354683,6891.835081,7952.202804,7950.791991,9600.975671,10613.49694,11097.5799,14611.20891,15514.29971,18819.09993,21861.75922,24793.69944,30146.613,27325.9918,37684.86587,38738.15091,39827.95884,45280.21153,54849.86302,58525.02211,62099.356,67025.17053,74206.76061,81661.52485,85729.44252,89143.61486,92479.27477,95664.80827,97588.22473,101196.0219,102225.4734,104940.8706,107438.9977,110072.7175,113701.7773,116602.2827,119049.307,123213.7209,124616.5077,128097.0955,131309.3769,134263.0839
11722,0,0,0,0,13.29670825,0,13.82708827,15.47605279,16.49102294,17.43627748,102.985521,1271,984.4794584,1944.41596,2054.277508,3875.769364,3348.393993,4544.925042,4582.489267,2594.321304,2194.771113,2039.064889,2091.408561,5835.117382,6676.72824,3749.061873,3800.24019,4259.405481,5017.472262,4709.497973,4813.0613,4114.009245,4885.2565,8511.463144,7622.5384,12475.50323,10333.16544,11561.42259,16658.66819,13126.56263,13752.2414,8468.544638,9435.029622,9477.553305,11088.91064,14029.30177,14088.22838,14555.10768,18398.66934,28107.635,36010.91389,36454.53248,40057.32929,21018.19865,25050.69224,20994.53292,15666.12761,18361.00468,15265.92709,16107.5667,15872.91416,13128.99009,15969.26785,15617.56527,22217.06726,16505.40365,22345.84875,16765.82994
11806,0,0,0,261,199.6823083,638,420.6375428,498.4293856,698.7040211,687.0805994,1147.861309,1463,1280.649411,1185.411135,1291.798972,1324.509924,1436.738041,1495.686325,1793.234901,2623.735697,2233.869703,2505.301836,2091.408561,2345.753655,2411.132865,2502.786047,2501.011353,2492.561906,2585.588917,2559.890831,3044.919654,3233.383373,3205.137415,3359.285413,3046.086942,3095.699226,3265.320396,3795.202029,4049.05685,4940.203663,5682.531369,4529.58841,4596.01854,4623.98199,4703.379471,4773.742074,4810.406942,5934.041711,6570.424313,6868.085868,6726.494238,6782.452142,5660.485863,7071.3642,8474.188829,7245.03927,6384.370265,7332.831492,6771.770251,6561.477333,6598.062947,8057.98781,7651.32198,9088.80192,9145.025678,9219.542433,8385.288321,8457.739064
11933,0,0,0,88989,2792.731556,72424,6168.8337,8327.909483,9506.097969,10452.74679,6412.40629,25828,6435.021125,5696.873902,5970.172466,4143.964855,4680.680557,4510.711388,4870.176001,5201.061694,6334.697571,5568.081534,4913.742511,4670.044333,4083.404073,4189.737797,3800.24019,3476.077663,3134.016895,3095.400561,2960.954887,3092.204413,2570.754716,2645.37964,2813.107717,2450.479345,2715.004115,2373.954186,2596.586562,2954.483451,6045.588951,2917.086636,2898.613569,2776.977648,2849.811366,1925.634976,2563.757077,2203.051793,2342.500555,3863.48594,2215.338804,3268.148175,3071.186089,2184.726151,1843.065931,1855.313427,1858.525512,2047.53267,1827.484423,2073.870021,2019.867853,2332.450656,1601.010466,1761.35112,1667.807606,1582.737195,1679.786817,1587.852782
11985,337,1037,1162,445,418.9265844,191,226.7444401,315.4730005,278.2500673,593.8300488,343.5196617,218,388.6455511,813.7879734,611.0487877,645.1171975,830.3087799,919.0947296,1400.509966,2683.951222,2598.501874,3094.23867,3138.225156,3610.832387,3924.951382,5175.215645,5247.870275,6469.917209,7952.202804,7950.791991,9203.358449,9260.98113,8466.287779,10193.64539,9969.823734,11376.54703,11522.29804,12346.48476,14081.81569,13126.56263,14234.69825,13459.42975,34308.25425,32113.79452,37924.13528,31170.47013,25764.85156,21098.1968,18398.66934,18667.83267,14902.42881,12915.65587,12355.61996,12214.42542,12368.61326,9556.89028,8529.675565,8635.859547,8773.806287,8814.630499,8058.984352,9005.76295,10892.12911,12741.09247,11198.19144,10242.56037,8385.288321,7573.738523
12469,37,21,24,28,93.81705403,17,66.14838777,70.99922065,70.14154461,82.54170808,120.5344112,39,116.5972509,125.1739988,101.7840406,89.9363992,127.9612243,110.5642029,98.80421888,101.9562913,156.9611338,127.0155505,127.2876564,117.6618643,101.8500148,102.0079865,125.6647366,129.6424979,112.7278897,105.484139,138.1137209,126.3333892,136.259761,216.9992719,122.7211552,218.3437541,238.9724065,306.9147599,298.805029,497.8404907,735.9483632,1292.438097,776.4367915,542.8479992,587.6130722,630.5805177,615.1914716,666.5606004,1127.401392,809.45249,793.3423904,1093.438791,4686.078747,1033.454464,844.4800471,804.9486168,972.3509526,853.1438392,1701.920559,1247.419678,1834.301002,1223.507207,2921.274362,1336.047646,1548.351819,5694.951369,7561.141735,7573.738523
12471,10889,12815,15780,16504,5139.547005,10713,2819.229131,2491.372506,2692.895644,3017.405573,3231.332142,17472,4684.562715,3888.111294,4946.688161,6215.420097,9092.710542,7623.453223,21718.73991,18184.00029,11889.69265,11209.85386,6670.873424,8287.186859,7117.565698,8551.740235,8786.211137,8817.997973,8836.004644,9055.741123,8286.642589,9112.793671,8449.261827,9339.314814,8572.941846,8804.532669,8745.518901,10570.85309,10433.00513,10522.18637,10804.26718,9507.108906,11554.24695,11987.98551,9582.571346,10057.35251,11558.13846,11647.90178,11598.29116,12408.34261,12055.92561,12065.03454,12355.61996,13132.91825,14710.97876,14313.95618,12453.09157,15004.97099,20424.7666,16107.5667,15872.91416,16104.16236,15969.26785,16268.82447,16151.23589,16505.40365,21205.88352,16765.82994
12588,1126,3078,3992,5049,1483.526144,4793,1839.979728,2081.593806,2222.006257,2980.267878,2982.533881,10363,3611.453547,4163.516679,4579.535889,5242.174085,5998.113662,6354.88336,7527.707783,7867.246865,7776.331805,8105.590531,8843.560328,10095.1684,11324.29404,11543.10827,13783.939,14301.25168,14388.28824,13645.64501,14268.44966,14128.31816,14651.98219,14611.20891,15075.23801,16135.59313,16210.84132,16428.53621,17320.9046,18313.1022,18505.66245,18257.31843,34308.25425,19852.60198,20759.08384,29623.62063,23398.60306,30395.19444,27732.99795,28107.635,28997.43184,36454.53248,33913.94236,34719.61392,38493.56741,36862.60235,31055.95249,33519.72132,33595.49073,35344.5592,35510.50407,34686.29335,35087.80151,38303.55504,37404.67559,39771.38249,37480.84683,39331.62876
12959,4891,3771,2579,4257,1408.295226,7405,2083.563614,2393.968244,2609.302176,2971.178645,2644.788326,11091,3525.996703,4106.207332,4031.2909,3495.180774,3694.680507,3619.648489,4870.176001,4747.97445,4138.999768,4959.09846,5007.95344,5237.32466,4918.207534,4566.923039,4888.745664,4364.652049,5423.588663,5216.568259,5314.070636,5294.211349,3939.071843,4722.579166,5790.657806,5195.079064,4961.557757,4701.777041,5895.268553,5384.230413,5524.608166,4172.531771,4189.284136,4660.944537,5716.811043,6552.190898,6049.979053,7208.601839,7791.481704,9640.781481,9600.608855,9828.810455,9394.88127,4262.567825,2759.679249,2489.743832,2495.036516,3001.912351,3641.517171,3403.277825,3240.58555,2916.604413,2674.159582,2871.116781,2678.871216,2380.878094,2138.219047,2184.134053
